category;criteria_txt;danger;date_inscribed;extension;http_url;id_number;image_url;iso_code;justification;latitude;location;longitude;region;revision;secondary_dates;short_description;site;states;transboundary;unique_number
Cultural;(ii)(iv);;1999;1;https://whc.unesco.org/en/list/943;943;https://whc.unesco.org/uploads/sites/site_943.jpg;be,fr;;50.1744400000;;3.2313900000;Europe and North America;0;2005;Veintitrés campanarios situados en el norte de Francia y el campanario belga de Gembloux han sido inscritos en la Lista del Patrimonio Mundial en 2005, ampliando así el sitio formado por 32 campanarios municipales de Flandes y Valonia que ya figuraba en la Lista desde 1999. Construidos entre los siglos XI y XVII, estos campanarios son representativos de diversos estilos arquitectónicos –románico, gótico, renacentista y barroco– y constituyen símbolos muy significativos de la conquista de las libertades cívicas por parte de las poblaciones urbanas. En tiempos en que la mayoría de las ciudades italianas, alemanas e inglesas optaban por construir ayuntamientos, en esta región del noroeste de Europa se prefirió la construcción de campanarios municipales. Entre la tríada de torres que dominaban el paisaje de las ciudades, la del campanario municipal, emblema del poder de los concejales, se erguía frente a la del castillo señorial y la de la iglesia, símbolos respectivos del poder feudal y el eclesiástico. Con el correr de los siglos, llegó a simbolizar el poderío y la riqueza de cada municipio.;Campanarios municipales de Bélgica y Francia;Bélgica,Francia;1;1100
Cultural;(i)(ii)(vi);;2016;0;https://whc.unesco.org/en/list/1321;1321;https://whc.unesco.org/uploads/sites/site_1321.jpg;be,fr,de,ch,in,jp,ar;;46.4684138889;;6.8293361111;Europe and North America;0;;Repartidos en siete países, los 17 sitios integrantes de este bien del patrimonio mundial constituyen un testimonio de la invención de un nuevo modo de expresión de la arquitectura, en clara ruptura con sus formas anteriores. Las obras arquitectónicas de esos sitios fueron realizadas por Le Corbusier a lo largo de cincuenta años de “búsqueda paciente”, según sus propias palabras. El Complejo del Capitolio de Chandigarh (India), el Museo Nacional de Bellas Artes de Occidente de Tokio (Japón), la casa del Dr. Curutchet en La Plata (Argentina) y la Unidad de Viviendas de Marsella (Francia), entre otras construcciones, ponen de manifiesto las soluciones aportadas en el siglo XX por el Movimiento Moderno al reto de renovar las técnicas arquitectónicas para satisfacer las necesidades de la sociedad. Estas obras maestras del genio humano también constituyen un testimonio de la internacionalización de la arquitectura a escala planetaria.;Obra arquitectónica de Le Corbusier – Contribución excepcional al Movimiento Moderno;Bélgica,Francia,Alemania,Suiza,India,Japón,Argentina;1;2085
Natural;(ix)(x);;1996;1;https://whc.unesco.org/en/list/749;749;https://whc.unesco.org/uploads/sites/site_749.jpg;bj,bf,ne;;11.8841666667;;2.4877777778;Africa;0;2017;;;Benin,Burkina Faso,Níger;1;2129
Cultural;(iii)(vi);;2016;0;https://whc.unesco.org/en/list/1504;1504;https://whc.unesco.org/uploads/sites/site_1504.jpg;ba,hr,rs,me;;43.0922138889;;17.9240527778;Europe and North America;0;;Este sitio seriado está integrado por tumbas medievales (“stećci”) de 30 lugares diferentes situados en Bosnia y Herzegovina, en el centro y sur de Croacia, en la parte occidental de Montenegro y al oeste de Serbia. Estos monumentos funerarios, característicos de esas regiones, datan de los siglos XII a XVI y están dispuestos en filas en cementerios, tal y como se acostumbró a hacer en Europa desde la Edad Media. En su mayoría están esculpidos en piedra caliza con una gran variedad de motivos ornamentales e inscripciones, que muestran no sólo la continuidad que se da en los elementos medievales europeos de este tipo, sino también la persistencia de tradiciones locales específicas más antiguas.;Cementerios de tumbas medievales “stećci” ;Bosnia y Herzegovina,Croacia,Serbia,Montenegro;1;2094
Natural;(ix)(x);;2012;0;https://whc.unesco.org/en/list/1380;1380;https://whc.unesco.org/uploads/sites/site_1380.jpg;cm,cf,cg;;2.6094444444;;16.5541666667;Africa;0;;Situado en la cuenca noroccidental del río Congo, en el punto de confluencia de las fronteras del Camerún, la República del Congo y la República Centroafricana, este sitio abarca tres parques nacionales contiguos que totalizan una superficie de más de 750.000 hectáreas, donde las actividades humanas apenas han alterado la naturaleza. El sitio cuenta con una vasta gama de ecosistemas de bosque tropical húmedo, y también con una flora y fauna muy ricas. Esta última comprende especies como el cocodrilo del Nilo y un gran predador: el pez tigre Goliat. En los claros de bosque crecen especies herbáceas, y la región de Sangha alberga una población considerable de elefantes de bosque, así como gorilas de las planicies occidentales (en grave peligro de extinción) y chimpancés (una especie también amenazada). El entorno del sitio ha permitido una continuidad de los procesos ecológicos y evolutivos a gran escala, así como la preservación de una gran biodiversidad que abarca numerosas especies animales en peligro de extinción.;Sitio trinacional de Sangha;Camerún,República Centroafricana,Congo;1;1920
Natural;(vii)(viii)(ix)(x);;1979;1;https://whc.unesco.org/en/list/72;72;https://whc.unesco.org/uploads/sites/site_72.jpg;ca,us;;61.1975833300;"Kluane: Yukon Territory (Canada) and Alaska (USA)

Glacier Bay:  Alaska (USA)

Tatshenshini:  Province of British Columbia (Canada)";-140.9919722000;Europe and North America;0;1992, 1994;Este impresionante conjunto de glaciares y picos elevados está situado a ambos lados de la frontera entre el Canadá (Territorio del Yukón y Columbia Británica) y los Estados Unidos de América (Alaska). Sus espectaculares paisajes naturales son refugio de numerosos osos grizzli, caribúes y muflones de Dall. El sitio cuenta además con el campo de hielo más vasto del mundo situado fuera de la zona polar.;Kluane / Wrangell-St. Elias / Bahí­a de los Glaciares / Tatshenshini-Alsek;Canadá,Estados Unidos de América;1;78
Natural;(vii)(ix);;1995;0;https://whc.unesco.org/en/list/354;354;https://whc.unesco.org/uploads/sites/site_354.jpg;ca,us;;48.9960555600;"Province of Alberta, Canada; State of Montana, USA";-113.9041667000;Europe and North America;0;;En 1932, el Parque Nacional de Waterton Lakes (Provincia de Alberta, Canadá) y el Parque Nacional de Glacier (Estado de Montana, EE.UU.) se fusionaron para formar “el primer parque internacional de la paz del mundo”. Situado a ambos lados de la frontera entre el Canadá y los Estados Unidos, este parque posee paisajes de excepcional belleza y una gran variedad de especies vegetales y mamíferos, así como praderas, bosques y formaciones geológicas alpinas y glaciares.;Parque Internacional de la Paz Waterton-Glacier;Canadá,Estados Unidos de América;1;407
Cultural;(ii)(iii)(iv);;2019;0;https://whc.unesco.org/en/list/1478;1478;https://whc.unesco.org/uploads/sites/site_1478.jpg;cz,de;;50.4065277778;;12.8373444444;Europe and North America;0;;La región minera de Erzgebirge/Krušnohoří (los Montes Metalíferos) se halla al sudeste de Alemania, en Sajonia, y al nordeste de Chequia. Esta cadena montañosa transfronteriza posee una gran variedad de metales que se empezaron a extraer desde la Edad Media. Entre 1460 y 1560 se explotó en ella el yacimiento de plata más importante de Europa, lo que trajo consigo toda una serie de hallazgos tecnológicos. El segundo mineral importante extraído y procesado en este sitio fue el estaño. A finales del siglo XIX, la región fue una importante productora de uranio a nivel mundial. La explotación prácticamente ininterrumpida de los Montes Metalíferos durante ochocientos años, desde el siglo XII hasta el XX, ha dejado una profunda huella en el paisaje cultural de la región con la presencia de minas y ciudades mineras, así como de fundiciones, instalaciones innovadoras para el tratamiento de minerales y sistemas punteros de gestión de los recursos hídricos.;Región minera de Erzgebirge/Krušnohoří;Chequia,Alemania;1;2267
Cultural;(ii)(iii)(v)(vi);;2014;0;https://whc.unesco.org/en/list/1442;1442;https://whc.unesco.org/uploads/sites/site_1442.jpg;cn,kz,kg;;34.3044444444;;108.8572222222;Asia and the Pacific;0;;;Ruta de la Seda: red viaria del corredor Chang'an-Tianshan;China,Kazajstán,Kirguistán;1;1985
Natural;(vii)(viii)(ix)(x);;1983;1;https://whc.unesco.org/en/list/205;205;https://whc.unesco.org/uploads/sites/site_205.jpg;cr,pa;;9.4070833330;"Provincias de Bocas del Toro y Chiriqui, Panama; San Jose, Cartago, Limon and Puntarenas Provinces, Costa Rica";-82.9388055600;Latin America and the Caribbean;0;1990;La ubicación geográfica de este sitio excepcional de Centroamérica –que conserva huellas de las glaciaciones de la Era Cuaternaria– ha facilitado el contacto entre la flora y la fauna de América del Norte y América del Sur. La mayor parte de la superficie de esta región, habitada por cuatro tribus indígenas distintas, está cubierta por bosques lluviosos tropicales. La conservación del sitio es objeto de una estrecha cooperación entre Costa Rica y Panamá.;Reservas de la Cordillera de Talamanca–La Amistad /Parque Nacional de la Amistad;Costa Rica,Panamá;1;226
Natural;(ix)(x);Y 1992;1981;1;https://whc.unesco.org/en/list/155;155;https://whc.unesco.org/uploads/sites/site_155.jpg;ci,gn;;7.6031800000;Région de Lola;-8.3909700000;Africa;0;1982;Situado en los confines de Guinea, Liberia y la Côte d’Ivoire, el monte Nimba domina un paisaje circundante de sabanas. Sus laderas, cubiertas por un bosque denso que crece al pie de praderas de gramíneas, albergan una flora y una fauna de especial riqueza, con especies endémicas como el sapo vivíparo o chimpancés que utilizan piedras como utensilios.;Reserva natural integral del Monte Nimba;Côte d'Ivoire,Guinea;1;173
Cultural;(iii)(iv);;2017;0;https://whc.unesco.org/en/list/1533;1533;https://whc.unesco.org/uploads/sites/site_1533.jpg;hr,it,me;;45.7033333333;;9.6636111111;Europe and North America;0;;Este sitio consta de 6 fortificaciones castrenses situadas en Croacia, Italia y Montenegro que se extienden a lo largo de más de 1.000 kilómetros, desde la Lombardía italiana hasta la costa oriental del Mar Adriático. Las fortificaciones terrestres del “Stato da Terra” defendían el flanco noroeste de la Serenísima República de Venecia, mientras que las navales del “Stato da Mar” protegían sus puertos y las rutas marítimas que iban del Adriático hasta Bizancio y el Cercano Oriente para apoyar el poderío y la expansión de la Serenísima. Con el uso innovador de la artillería en el arte de la guerra la concepción de la arquitectura y las técnicas castrenses se modificó profundamente, dando lugar a la construcción de fortificaciones “alla moderna” (esto es, con baluartes) que más tarde se extenderían por toda;Fortificaciones venecianas de defensa de los siglos XVI al XVII: Stato da Terra – Stato da Mar Occidental;Croacia,Italia,Montenegro;1;2162
Natural;(viii)(ix)(x);;2009;1;https://whc.unesco.org/en/list/1314;1314;https://whc.unesco.org/uploads/sites/site_1314.jpg;dk,de,nl;;53.5286111111;;8.5561111111;Europe and North America;0;2014;;;Dinamarca,Alemania,Países Bajos;1;1967
Cultural;(ii)(iv);;2012;0;https://whc.unesco.org/en/list/1313;1313;https://whc.unesco.org/uploads/sites/site_1313.jpg;si,es;;38.7752777778;;-4.8388888889;Europe and North America;1;;El sitio comprende las minas de Almadén, en España, donde se ha extraído mercurio (azogue) desde la antigüedad y las de Idria, en Eslovenia, donde se halló mercurio por primera vez en el año 1490. El sitio español incluye varios lugares relacionados con su historia minera, como el castillo de Retamar, edificios religiosos y pozos tradicionales. En Idria hay almacenes e infraestructura relacionada con el mercurio, así como viviendas de mineros y un teatro. Ambos sitios dan testimonio del comercio intercontinental del mercurio, que generó importantes intercambios entre Europa y América durante siglos. Las de Almadén e Idria son las minas de mercurio más grandes del mundo y estuvieron operativas hasta hace pocos años.;Patrimonio del mercurio (Almadén e Idria);Eslovenia,España;1;1841
Natural;(ix)(x);;2003;0;https://whc.unesco.org/en/list/769;769;https://whc.unesco.org/uploads/sites/site_769.jpg;ru,mn;Esta cuenca cerrada de más de un millón de hectáreas es la más septentrional del Asia Central y recibe su nombre del gran lago de Ubs Nuur. Poco profundo y muy salado, este lago desempeña un papel muy importante en la vida de las aves migratorias, tanto fluviales y lacustres como marinas. El sitio está dividido en doce zonas protegidas y posee una amplia gama de ecosistemas representativos de los principales biomas de Eurasia Oriental. El ecosistema estepario alberga una gran variedad de aves y en las zonas desérticas viven jerbos, jerbillos y una especie rara de turones jaspeados. Las zonas montañosas sirven de refugio a una especie en peligro de extinción, el leopardo de las nieves, así como a ovejas montesas (argalis) e íbices asiáticos.;50.2750000000;"Uvs Aimag, Zavhan Aimag, Huvsgul Aimag (Mongolia); Mongun-Taiga Kojuun, Ovur Kojuun, Tes-Khem Kojuun, Ersin Kojuun (Tuva)";92.7197222200;Europe and North America;0;;Esta cuenca cerrada de más de un millón de hectáreas es la más septentrional del Asia Central y recibe su nombre del gran lago de Ubs Nuur. Poco profundo y muy salado, este lago desempeña un papel muy importante en la vida de las aves migratorias, tanto fluviales y lacustres como marinas. El sitio está dividido en doce zonas protegidas y posee una amplia gama de ecosistemas representativos de los principales biomas de Eurasia Oriental. El ecosistema estepario alberga una gran variedad de aves y en las zonas desérticas viven jerbos, jerbillos y una especie rara de turones jaspeados. Las zonas montañosas sirven de refugio a una especie en peligro de extinción, el leopardo de las nieves, así como a ovejas montesas (argalis) e íbices asiáticos.;Cuenca de Ubs Nuur;Federación de Rusia,Mongolia;1;909
Natural;(ix)(x);;2017;0;https://whc.unesco.org/en/list/1448;1448;https://whc.unesco.org/uploads/sites/site_1448.jpg;ru,mn;;49.9302222222;;115.4254444444;Europe and North America;0;;;;Federación de Rusia,Mongolia;1;2150
Natural;(viii);;2000;1;https://whc.unesco.org/en/list/898;898;https://whc.unesco.org/uploads/sites/site_898.jpg;fi,se;;63.3000000000;;21.3000000000;Europe and North America;0;2006;La Costa Alta y el archipiélago de Kvarken están situados en el golfo de Botnia, la prolongación septentrional del Mar Báltico. Sus 5.600 islas e islotes se caracterizan principalmente por la presencia de morrenas con cresta ondulada, o morrenas de Geer, formadas por el derretimiento del casquete de hielo continental sobrevenido unos 10.000 a 24.000 años atrás. En el archipiélago emergen continuamente nuevas islas del mar debido a una elevación glacio-isostática rápida, fenómeno que se produce cuando los terrenos comprimidos por el peso de un glaciar se elevan al derretirse éste. El índice de elevación del archipiélago es uno de los más altos del mundo. Como consecuencia del avance de las tierras del litoral, las islas surgen de las aguas y se unen, la superficie de las penínsulas se agranda y las bahías acaban formando lagos, que después se convierten en marismas y turberas pantanosas. La Costa Alta también se ha configurado en gran medida por la conjunción de la glaciación, el retroceso de los glaciares y la emergencia de nuevas tierras. Desde que los hielos se retiraron definitivamente de la Costa Alta –hace 9.600 años aproximadamente– la elevación ha alcanzado unos 285 metros, lo cual representa el mayor “repunte” de terrenos observado hasta ahora. La Costa Alta es un sitio excepcional para entender los procesos geológicos que han conducido a la formación de los glaciares y de las zonas de elevación de la superficie de la Tierra.;Costa Alta / Archipiélago Kvarken;Finlandia,Suecia;1;1050
Mixed;(iii)(iv)(v)(vii)(viii);;1997;1;https://whc.unesco.org/en/list/773;773;https://whc.unesco.org/uploads/sites/site_773.jpg;fr,es;"Situado a ambos lados de la frontera entre Francia y España, este extraordinario paisaje montañoso tiene por centro el macizo calcáreo del Monte Perdido, que culmina a 3.352 metros de altura. El sitio, que se extiende por una superficie de 30.639 hectáreas, cuenta con formaciones geológicas clásicas: dos cañones, los más grandes y profundos de Europa, situados en la vertiente meridional española; y tres grandes circos glaciares en la vertiente septentrional francesa, que es más abrupta. Además, el Monte Perdido es una zona de pastoreo donde se puede observar un modo de vida rural muy extendido antaño por las regiones montañosas de Europa, que sólo se ha conservado intacto en este lugar de los Pirineos a lo largo de todo el siglo XX. Su paisaje formado por aldeas, granjas, campos, pastizales de altura y carreteras de montaña constituye un testimonio inestimable del pasado de la sociedad europea.";42.6854200000;"France: Midi-Pyrénées Region, Hautes-Pyrénées Déparetment; 1999 Extension: Commune of Gèdre<br>
Spain:Autonomous Community of Aragón, Province of Huesca, Communes of Torla, Fanlo, Tella-Sin, Puértolas, Bielsa, and Broto";-0.0005000000;Europe and North America;0;1999;"Situado a ambos lados de la frontera entre Francia y España, este extraordinario paisaje montañoso tiene por centro el macizo calcáreo del Monte Perdido, que culmina a 3.352 metros de altura. El sitio, que se extiende por una superficie de 30.639 hectáreas, cuenta con formaciones geológicas clásicas: dos cañones, los más grandes y profundos de Europa, situados en la vertiente meridional española; y tres grandes circos glaciares en la vertiente septentrional francesa, que es más abrupta. Además, el Monte Perdido es una zona de pastoreo donde se puede observar un modo de vida rural muy extendido antaño por las regiones montañosas de Europa, que sólo se ha conservado intacto en este lugar de los Pirineos a lo largo de todo el siglo XX. Su paisaje formado por aldeas, granjas, campos, pastizales de altura y carreteras de montaña constituye un testimonio inestimable del pasado de la sociedad europea.";Pirineos - Monte Perdido;Francia,España;1;915
